measurement_date,hive_id,colony_health,temperature_c,humidity_pct,honey_yield_kg,rolling_7d_avg_yield,rolling_3d_avg_temp
2026-01-23,HIVE_3,92,32.052528647507906,47.84599263132487,45.50367047371154,31.712989458435132,27.39781917302123
2026-01-26,HIVE_3,70,29.09925959939978,61.607406391365515,34.789027564267656,34.47112566149041,30.78682723155283
2026-01-31,HIVE_3,61,25.211769354111688,62.040877773314065,22.135532398559832,34.52410931195329,32.04226637870807
2026-02-09,HIVE_3,82,29.109065153872777,56.52786855991414,30.556169685915926,32.75431261003994,28.787852533673128
2026-02-13,HIVE_3,78,34.975938513754386,78.11732654834262,22.133220830481505,33.558810264424515,27.80669803579475
2026-02-14,HIVE_3,65,26.13594921952668,72.39739473544192,49.770163476797,31.52722960941774,29.765591007246286
2026-02-20,HIVE_3,60,33.34755367672139,50.18716501704293,15.08750611552879,32.97071054010659,30.073650962384615
2026-02-25,HIVE_3,85,22.073615276124617,52.96382870718146,18.191104612885447,31.425041506466037,31.486480470000817
2026-03-14,HIVE_3,77,24.068205374107883,60.39172337900965,37.68899316775344,27.523246383490882,27.185706057457562
2026-03-16,HIVE_3,96,23.588546900893547,63.52656230483723,48.11043887905565,27.937527183988845,26.496458108984626
2026-03-17,HIVE_3,91,25.47192291650088,55.570547057939876,41.22278955415817,31.648228109773964,23.24345585037535
2026-03-20,HIVE_3,60,29.683354675050605,50.125765958192076,34.76090206971739,33.17203094809429,24.376225063834102
2026-03-24,HIVE_3,97,31.075199185136192,61.90008869779726,40.293364053222966,34.97598541084226,26.247941497481676
2026-03-29,HIVE_3,81,30.18594550358579,51.718024232939364,20.628453597071232,33.622156921760265,28.743492258895895
2026-04-04,HIVE_3,74,26.881028622420956,51.44539257395037,17.629988492747422,34.4137208476949,30.314833121257525
2026-04-05,HIVE_3,80,30.459579012738203,41.3620289380531,30.082922558255472,34.33356140196089,29.380724437047647
2026-04-06,HIVE_3,69,33.67468708471154,68.65575231634959,21.64585828699192,33.24697988631833,29.17551771291498
2026-04-08,HIVE_3,92,23.61699936828581,65.0562731632487,43.46262311774879,29.46632551602351,30.338431573290233
2026-04-10,HIVE_3,61,22.016962185234167,49.30223650267013,36.68510001743809,29.786301739393597,29.250421821911846
2026-04-14,HIVE_3,96,28.222982846389044,45.07306959217405,42.61922230245261,30.06118716049656,26.43621621274384
2026-04-16,HIVE_3,95,23.573848210267258,67.81851950766435,44.09209364973698,30.39345262467222,24.618981466636342
2026-04-22,HIVE_3,74,27.072447059156005,67.59667403212073,23.69893227380346,33.74540120362447,24.604597747296822
2026-04-23,HIVE_3,78,32.10606763037521,44.43880758565563,34.21929852573512,34.612393172346756,26.289759371937436
2026-04-24,HIVE_3,76,30.00262245466568,73.93910109701365,30.25918035083241,35.20330402484385,27.58412096659949
2026-04-26,HIVE_3,79,28.995881351403124,67.7401224104986,46.42551936458929,36.43377860539249,29.7270457147323
2026-05-02,HIVE_3,98,33.76584289639236,44.89064635669497,20.311062776300872,36.85704949779828,30.36819047881467
2026-05-05,HIVE_3,90,24.505353099562477,58.18706639376062,33.898009494822865,34.51790132049297,30.921448900820383
2026-05-09,HIVE_3,65,22.139154771880534,51.595640748991286,48.55908539455103,33.27201377654586,29.089025782452655
2026-05-10,HIVE_3,94,22.522120383220095,75.13333977674729,32.51340409220255,33.91015545437644,26.803450255945123
2026-05-12,HIVE_3,64,28.819230641782635,55.27693655124847,28.900144855179786,35.16936571414773,23.05554275155437
2026-05-13,HIVE_3,85,20.2295871669791,42.18290580494289,49.108137169120255,34.409486618354116,24.49350193229442
2026-05-16,HIVE_3,70,30.65249657808269,63.94088152997025,28.329115545325564,37.10219473525238,23.85697939732728
2026-05-17,HIVE_3,86,23.329700499418134,48.07301152552468,15.21967149111121,34.51699418964328,26.56710479561481
2026-05-19,HIVE_3,90,28.30514814177787,66.54130221277691,25.961719749206708,33.789652577473326,24.737261414826644
2026-05-23,HIVE_3,82,32.02487344267435,70.29590514066649,49.347998353658724,32.65589689952816,27.429115073092902
2026-05-28,HIVE_3,74,27.53949456651033,61.50728808928245,24.0789095557785,32.768598750829256,27.886574027956783
2026-05-30,HIVE_3,93,28.082446010677025,53.00130692390017,47.0113041096676,31.56367095991154,29.289838716987518
2026-06-04,HIVE_3,73,31.983348509191693,42.34695987205966,41.25391566627904,34.15097942483837,29.21560467328723
2026-06-08,HIVE_3,99,24.031508978386334,45.331001633023966,19.672670279845605,33.02894778157533,29.20176302879302
2026-06-15,HIVE_3,62,27.413327303036276,76.74040467564288,44.09671281385128,31.792312743649624,28.032434499418354
2026-06-26,HIVE_3,99,32.31874411425931,67.41329358602724,20.48690605131501,35.91760436118392,27.809394930204764
2026-06-28,HIVE_3,87,32.05391213625807,78.87996520405545,17.37437412090423,35.13548811862797,27.921193465227304
2026-07-03,HIVE_3,76,20.060538337592362,59.21297480085606,34.1460802090124,30.56782751394875,30.59532785118455
2026-07-10,HIVE_3,99,30.223456280703065,72.47066492624242,19.120033124971947,32.005994750125026,28.14439819603658
2026-07-13,HIVE_3,70,23.379189443189503,51.66470988177453,42.92717135067328,28.021527466597075,27.4459689181845
2026-01-03,HIVE_4,71,30.508594059336566,41.03347489822574,36.27568044455705,,
2026-01-13,HIVE_4,63,23.910254281555464,58.98426933879156,18.917944181217315,36.27568044455705,30.508594059336566
2026-01-14,HIVE_4,96,24.44122485632706,60.36028860109619,19.665781391535152,27.59681231288718,27.209424170446013
2026-01-19,HIVE_4,87,23.797619471076292,51.68902669660681,49.099233118072334,24.95313533910317,26.2866910657397
2026-01-21,HIVE_4,74,22.53223168778279,68.13385447059045,34.47068352625588,30.98965978384546,24.049699536319604
2026-02-03,HIVE_4,90,28.947170842464537,61.812105466777915,32.73705932592247,31.68586453232755,23.590358671728712
2026-02-19,HIVE_4,68,31.828770408117148,67.96522165457256,45.61860153006038,31.86106366459337,25.092340667107873
2026-02-22,HIVE_4,62,21.103993254042184,60.11577023448876,23.41896944469721,33.82642621680294,27.769390979454826
2026-03-02,HIVE_4,82,23.19348214906862,70.73203827176891,26.656414704179326,31.989753216822965,27.293311501541286
2026-03-10,HIVE_4,63,25.124983990973288,61.187132756982336,33.159075285523265,33.095249005817536,25.375415270409317
2026-03-11,HIVE_4,73,20.234685353823977,68.19647131988081,44.660454931984745,35.02286241924441,23.14081979802803
2026-03-18,HIVE_4,77,29.66660152591644,79.3292467924756,15.223304544717843,34.38875124980333,22.851050497955296
2026-03-19,HIVE_4,71,32.71511787082355,57.700598527328935,24.664214813315322,31.639125681012178,25.008756956904573
2026-03-21,HIVE_4,73,34.915751593812814,54.004076420867996,18.472540289575306,30.485862179211153,27.53880158352132
2026-03-26,HIVE_4,80,29.70620396596016,71.73995758087207,18.054690772114103,26.60785343057043,32.432490330184265
2026-03-27,HIVE_4,84,24.674538517538462,68.19933012164566,42.540445457381736,25.8415279059157,32.44569114353217
2026-04-01,HIVE_4,71,23.915196032658628,74.60277716544724,32.40477069940408,28.11067515637319,29.76549802577048
2026-04-25,HIVE_4,79,21.21320292088431,50.20870008933295,38.215795119689176,28.002917358356164,26.098646172052415
2026-04-28,HIVE_4,86,21.701623755602657,57.808753312862436,36.639546187587754,27.082251670885366,23.2676458236938
2026-04-30,HIVE_4,84,30.6100889863474,41.65137667609969,32.68022915222858,30.141714762723925,22.276674236381865
2026-05-03,HIVE_4,74,21.263054234098558,45.828403302805064,38.221406309851105,31.286859668282965,24.508305220944788
2026-05-06,HIVE_4,70,21.332942851513476,57.92788462098741,42.9294255828473,34.10812624260808,24.52492232534954
2026-05-11,HIVE_4,78,34.37803208478322,54.49815054959371,46.258617755245595,37.661659786998534,24.402028690653143
2026-05-18,HIVE_4,66,33.073726337708095,76.00421034487279,28.080362603962183,38.19282725812194,25.658009723465085
2026-05-24,HIVE_4,62,29.553071303039083,53.20319909008797,39.22087901304704,37.57505467305881,29.594900424668264
2026-06-01,HIVE_4,95,24.81912601683766,58.55705078835073,37.759634895999305,37.71863808639565,32.33494324184346
2026-06-03,HIVE_4,94,27.427232109612262,48.97599633799785,20.335467009598776,37.87865075902587,29.148641219194946
2026-06-09,HIVE_4,70,22.751838116473238,53.1848398919936,37.665600368143146,36.11511331007876,27.266476476496337
2026-06-11,HIVE_4,97,33.705696556630414,47.11221172797269,29.809639123483826,36.03571246126334,24.999398747641052
2026-06-12,HIVE_4,96,20.82159289016109,40.630762268223876,27.57746700261357,34.16145725278284,27.96158892757197
2026-06-14,HIVE_4,72,24.71290061959713,45.94222723195554,41.313559453285336,31.492721430978264,25.75970918775491
2026-06-17,HIVE_4,65,28.74739228154445,49.06499331590739,41.2172001497547,33.383178123738716,26.41339668879621
2026-06-18,HIVE_4,90,20.20951651721065,48.460765441193146,18.132362550756064,33.66836685755409,24.76062859710089
2026-06-22,HIVE_4,76,20.96148392749728,51.02298619003571,35.11851219894368,30.86447080823363,24.556603139450743
2026-06-27,HIVE_4,77,21.715742812145397,49.897209424699355,27.353193828895947,32.97633440671148,23.30613090875079
2026-07-12,HIVE_4,90,28.443136085702925,74.57618299482496,49.23304827448329,31.5031334725333,20.96224775228444
2026-01-01,HIVE_5,74,28.036782893249722,62.93975951409068,33.711125243922105,,
2026-01-04,HIVE_5,81,26.073631058114945,72.20355234655005,40.25981780678643,33.711125243922105,28.036782893249722
2026-01-05,HIVE_5,91,24.16322976741015,73.63118254442392,40.671774215030084,36.98547152535427,27.05520697568233
2026-01-16,HIVE_5,63,25.719994857791338,77.51345987103078,28.480494903268045,38.21423908857954,26.09121457292494
2026-01-24,HIVE_5,96,32.4581972738562,70.13026612898001,40.556494261708124,35.78080304225167,25.31895189443881
2026-01-30,HIVE_5,68,24.12467762637216,76.0583778784401,20.04833796352647,36.73594128614296,27.44714063301923
2026-02-02,HIVE_5,64,31.365161745307855,48.968361293555226,28.193313669607253,33.95467406570688,27.4342899193399
2026-02-23,HIVE_5,95,22.594145495023394,62.17299433900083,22.72842554483901,33.131622580549795,29.31601221517874
2026-02-26,HIVE_5,79,30.528325345674006,44.123608736206656,23.677066800061333,31.562665480680774,26.027994955567806
2026-03-04,HIVE_5,67,30.49831844171726,55.188573356268414,23.33044409511856,29.19370105114862,28.162544195335084
2026-03-06,HIVE_5,93,32.77233177010774,65.73568268651734,23.21387145960558,26.716368176875545,27.873596427471554
2026-03-07,HIVE_5,65,28.356905081319013,75.1979432753922,30.81288274684463,25.963993399209475,31.266325185833
2026-03-08,HIVE_5,84,30.99345434573995,52.616827080819064,24.90822579781526,24.57204889708612,30.542518431048006
2026-03-12,HIVE_5,86,32.05109243678652,60.89803130757298,45.159267210844575,25.266318587698805,30.707563732388902
2026-03-15,HIVE_5,74,34.25957595063818,45.16899388619501,20.72171644651881,27.69002623644699,30.467150621281828
2026-03-23,HIVE_5,63,28.824692951660268,52.48418161046897,15.832509399368535,27.403353508115536,32.43470757772155
2026-04-03,HIVE_5,80,21.447864561792787,42.277268885990274,16.99443757881868,26.282702450873703,31.711787113028322
2026-04-09,HIVE_5,75,22.03544687081184,75.96813189705064,29.117931739891652,25.377558662830868,28.177377821363745
2026-04-11,HIVE_5,74,30.067461835862957,79.00355904319449,29.12766652822085,26.22099584572888,24.102668128088297
2026-04-19,HIVE_5,73,26.28017913631696,46.40994767270107,25.777544994555136,25.980250671639766,24.516924422822527
2026-04-21,HIVE_5,80,28.700474259028553,44.88335387324888,28.739559859265775,26.104439128316894,26.12769594766392
2026-05-07,HIVE_5,78,31.006228756844173,55.5916213135627,24.23781432739051,23.75876664951992,28.349371743736157
2026-05-08,HIVE_5,75,31.391300748155054,41.90717405501218,23.684968266679185,24.261066346787306,28.662294050729894
2026-05-26,HIVE_5,64,27.268733773964684,70.37404904064488,41.54884737343258,25.382846184974543,30.366001254675925
2026-05-29,HIVE_5,74,28.44590277565652,55.43225608817903,37.32745677463309,28.89061901277653,29.888754426321302
2026-06-07,HIVE_5,87,29.88386151479959,77.12382818595,30.79896855659068,30.06340830345388,29.035312432592082
2026-06-13,HIVE_5,99,26.89531794159869,42.945945973703374,45.57817952760682,30.30216573607814,28.532832688140264
2026-06-16,HIVE_5,89,20.263787126031843,54.87610564021696,37.556957158935845,33.13082781222838,28.408360744018267
2026-06-20,HIVE_5,67,20.592562829082485,48.8460260936054,35.5560897407081,34.39045599789553,25.680988860810043
2026-06-21,HIVE_5,94,32.15823450926115,55.089002550756334,42.24679556876246,36.007352485512335,22.58388929890434
2026-06-24,HIVE_5,72,32.28745998076782,47.5516040290347,24.185587058660317,38.659042100095654,24.33819482145849
2026-06-29,HIVE_5,80,21.63380877953684,47.422974620291,31.333314271718702,36.178576340842476,28.34608577303715
2026-07-02,HIVE_5,81,20.93217081788371,62.93465625325136,34.788146425542365,35.32227026899756,28.693167756521934
2026-07-04,HIVE_5,83,30.32261998094058,43.97433471025243,33.22987052762845,35.89215282170494,24.951146526062786
2026-07-05,HIVE_5,99,29.618564644289492,79.33945535404122,26.221700348851428,34.12810867885089,24.296199859453708
2026-07-06,HIVE_5,91,23.11911994970272,53.70830888707067,34.03587375509035,32.50878627741026,26.957785147704595
2026-07-07,HIVE_5,84,20.946620925208105,49.64793839370742,43.08094100160868,32.29161256517915,27.686768191644262
2026-07-09,HIVE_5,61,28.418033734304124,79.5980521428322,46.16281702607634,32.410776198442896,24.561435173066773
2026-01-02,HIVE_6,74,30.789456031051927,51.298863164337504,44.45355151990131,,
2026-01-11,HIVE_6,90,23.266113183435575,61.18325499372209,17.323014366097574,44.45355151990131,30.789456031051927
2026-02-01,HIVE_6,61,24.483447065169237,79.66762801959152,38.687262763237555,30.888282942999442,27.027784607243753
2026-02-04,HIVE_6,71,25.798683837184157,71.85340137335204,48.82407894483865,33.48794288307881,26.179672093218915
2026-02-12,HIVE_6,78,20.99247204559479,77.93669260618529,45.63591302327106,37.32197689851877,24.516081361929654
2026-02-15,HIVE_6,84,27.23027700456313,73.46741083262603,28.464528394756133,38.984764123469226,23.758200982649395
2026-02-21,HIVE_6,88,27.80742527783879,72.22999151203243,33.26593696095271,37.23139150201705,24.673810962447362
2026-02-24,HIVE_6,68,30.617546000579686,61.28923747230499,42.81805901827791,36.664897996150714,25.343391442665574
2026-02-27,HIVE_6,66,31.075504912939625,65.20500447456033,15.717926866100159,36.431256210204516,28.551749427660535
2026-03-28,HIVE_6,81,27.899867815712497,63.58224947008651,46.46377675668501,36.201957995919166,29.833492063786036
2026-03-31,HIVE_6,80,26.68085227005057,70.9272788349484,24.918487501467943,37.312888566411665,29.86430624307727
2026-04-07,HIVE_6,89,22.762958547270273,71.80178204967397,31.834156872743296,33.89780407450156,28.552074999567562
2026-05-21,HIVE_6,79,27.65219669134897,70.53057684135581,38.587008902279706,31.92612462442617,25.781226211011113
2026-06-06,HIVE_6,63,26.634045913702757,40.46296926211359,33.20808806876812,33.37219326835811,25.6986691695566
